filename,text
side4_shitang_cyrene_137_m.wav,好正经呀！莫非…{NICKNAME}其实有领导者的潜能？
side4_shitang_cyrene_139.wav,嘻，那我帮你说：感谢大家的辛苦付出，尤其要感谢我们尊敬的店长哦！
side4_shitang_cyrene_140.wav,确实呢，要是菜单总不更新，客人们很快也会吃腻的。
side4_shitang_cyrene_141.wav,阿格莱雅，真可靠呀！那我们这就去看看专家的成果吧。
side4_shitang_cyrene_142.wav,把种子撒进土里，安静等它发芽，最后结出沉甸甸的果实…收获真是件开心事呀。
side4_shitang_cyrene_143.wav,竟然是…七贤人那刻夏，还有昏光庭院的首席，风堇小姐！
side4_shitang_cyrene_144.wav,毕竟两位是理性学府的专家嘛，解决这种小问题应该不在话下。
side4_shitang_cyrene_145.wav,好啦，从来到迷境开始，一连串经历了好多事，有些累了呢。
side4_shitang_cyrene_146.wav,我也有点困困的，该准备休息啦。
side4_shitang_cyrene_147.wav,约好了，明天还在这里见哦。
side4_shitang_cyrene_148.wav,真令人期待呀。
side4_shitang_cyrene_149.wav,来吧，大家都在为宴会做准备，我们也不能闲着。首先，嗯…就来把场地打扮得漂漂亮亮的吧！
side4_shitang_cyrene_150.wav,要搬运这个，是有点太为难妖精们了，我们帮帮忙吧。
side4_shitang_cyrene_151.wav,举办宴会，桌面上都空着可不行，把装过盘的菜品都端出来吧。
side4_shitang_cyrene_152.wav,锵锵，场地都布置好啦，是不是还挺像模像样的？
side4_shitang_cyrene_153.wav,偷偷尝一口，应该不会添麻烦吧？
side4_shitang_cyrene_154_f.wav,嘻，我开玩笑的，就想看看你的反应。果然，{NICKNAME}从来不会让人失望。
side4_shitang_cyrene_154_m.wav,嘻，我开玩笑的，就想看看你的反应。果然，{NICKNAME}从来不会让人失望。
side4_shitang_cyrene_155.wav,但既然你都这么说了，人家就恭敬不如从命咯？
side4_shitang_cyrene_156.wav,哎呀，背叛来得如此决绝，好令人受伤呀……
side4_shitang_cyrene_157.wav,嘻，但既然都被揭发了，那人家就不客气咯？
side4_shitang_cyrene_158.wav,说不定村长会悄悄飘过来，拜托你守好背后……
side4_shitang_cyrene_159.wav,……♪
side4_shitang_cyrene_160.wav,好好吃！虽然是尝过好多遍的菜品，但在宴会上别有一番风味呢！来，你要不要也尝一口……
side4_shitang_cyrene_161.wav,呀！这就来！
side4_shitang_cyrene_162.wav,嗯…不知村长找我是什么事呢？真遗憾，明明气氛刚刚好……
side4_shitang_cyrene_163.wav,算啦。趁着宴会还没开始，去和伙伴们聊聊天吧。大家忙活这么久，肯定也有好多话想说。
side4_shitang_cyrene_164.wav,留下的究竟是快乐的回忆，还是说仍有烦恼，和没能实现的愿望呢？身为店长，了解员工也是你的职责哦。
side4_shitang_cyrene_165.wav,所以，去吧——在这场宴会落幕前，别留下遗憾呀。
side4_shitang_cyrene_166.wav,怎么了？充满心事的样子。明明是宴会的高潮，却一个人走到安静的角落……
side4_shitang_cyrene_167.wav,莫非，是因为快乐的时光临近结束，会让你觉得有些感伤？
side4_shitang_cyrene_168.wav,是呀，所以我们才会在这里相遇。
side4_shitang_cyrene_169.wav,那，可以待在你身边吗？我也喜欢独处，就这样静静的，应该不会打扰你？
side4_shitang_cyrene_170.wav,代替你去接受了村长的感谢。还记得吗？它视力不好，把我们俩认错啦。
side4_shitang_cyrene_171.wav,从这里望去，能把整场宴会尽收眼底呢。
side4_shitang_cyrene_172.wav,也许不想加入其中，只是害怕愉快的时光转瞬即逝，不知不觉就会戛然而止。
side4_shitang_cyrene_173.wav,像这样躲在一旁，远远地看着，时间反而会慢下来，甚至停下来。
side4_shitang_cyrene_174.wav,嘻，我想到了…「木盆里堆满了蔬菜，到处都是笑声。大家围成大大的圈，唱呀跳呀，仿佛这一刻永远不会结束。」
side4_shitang_cyrene_175.wav,就这样为故事收尾，应该还不错吧？
side4_shitang_cyrene_176.wav,该结束啦。毕竟宴会过后，妖精们就该回去睡觉了。它们可都是早睡早起的好宝宝。
side4_shitang_cyrene_177.wav,不能继续啦，否则，徕啦迷的肚皮要比黎明机器更大了。小妖精不消化可怎么办呀？
side4_shitang_cyrene_178.wav,在漫长的等待过后，与世隔绝的迷境终于迎来了客人。现在，妖精们有比我还高的作物、吃不完的美食、还有人类伙伴们……
side4_shitang_cyrene_179.wav,没有什么比这一幕更值得被铭记，不是吗？更何况，是我们共同见证了它。
side4_shitang_cyrene_180.wav,就像飘落在湖面的思绪，荡起阵阵涟漪，回过神来，只留下一张现实的脸庞。
side4_shitang_cyrene_181.wav,但我相信，在每一个随涟漪散去的故事里，都有着同样幸福的守候。
side4_shitang_cyrene_182.wav,而在那一成不变的守候中，一定会有奇迹发生……
side4_shitang_cyrene_183.wav,就像最后，我们等来了你呀♪
side4_shitang_cyrene_101.wav,不管看多少次，都觉得好漂亮呢……
side4_shitang_cyrene_103.wav,这边这边，仔细瞧——
side4_shitang_cyrene_104.wav,是不是特别漂亮？
side4_shitang_cyrene_105.wav,怎么不说话，是被自己迷倒了吗？
side4_shitang_cyrene_106.wav,是呀，这就是我说的，独一无二的至宝。
side4_shitang_cyrene_108.wav,好啦，我没骗你。宝物就在这儿，就是这片小湖，人家的小世界。
side4_shitang_cyrene_110.wav,在这永夜之帷包裹的村庄，梦会为幻想插上翅膀。在哀丽秘榭长大的孩子，生来就是浪漫的诗人。
side4_shitang_cyrene_111.wav,气氛难得，不如让我即兴为你讲个故事吧。
side4_shitang_cyrene_113.wav,别担心，那就把它当作睡前故事。我会用很轻、很轻的悄悄话，讲完最后一个句号哦。
side4_shitang_cyrene_114.wav,收拾心绪，也是启程的一环呀。拜托啦，不会花太久的，就当是满足人家的小小心愿，可以吗？
side4_shitang_cyrene_116.wav,「传说呀，在哀丽秘榭的秘境里，居住着一群小妖精。」
side4_shitang_cyrene_117.wav,「妖精们与世隔绝，却向往人类的生活。它们想模仿村民，举办一场宴会，却唯独缺少了最重要的人。」
side4_shitang_cyrene_118.wav,「它们等呀等，终于有一天，迷境入口传来了脚步声！妖精们纷纷竖起了耳朵……」
side4_shitang_cyrene_119.wav,哎呀，你说…故事的主人公，现在是不是也竖起小耳朵了呢？
side4_shitang_cyrene_120.wav,「竟然！主人公不仅察觉了世界的本质，还说出了非常不得了的台词。但人家必须指出，扮演上层叙事者是犯规的哦！」
side4_shitang_cyrene_122.wav,村长，还有徕啦迷，好久不见！按照约定，我们来啦。
side4_shitang_cyrene_123.wav,「咳咳，这是故事的登场人物之一，出生在哀丽秘榭的平凡少女，只是恰好和我同名，又一样纯真可爱。」
side4_shitang_cyrene_124.wav,「体谅一下啦，即兴创作可是很难的。作为补偿，我会把你的部分讲得更绘声绘色哦！」
side4_shitang_cyrene_125.wav,…那也在「严重」的范围内啦。
side4_shitang_cyrene_126.wav,就是这样。就当是为了翁法罗斯，我们一起复兴餐馆，满足妖精们的小小愿望吧。
side4_shitang_cyrene_127.wav,指引就交给我吧。走，我先带你去看看…迷境里的小餐馆，别有一番情调呢。
side4_shitang_cyrene_128.wav,这边这边，大家已经在布置场地啦。
side4_shitang_cyrene_130.wav,应该不用我多介绍。阿格莱雅和刻律德菈，她们位高权重，在团队管理方面很有心得。
side4_shitang_cyrene_131.wav,缇宝、缇宁和缇安，可靠的送餐服务负责人，也是员工的好老师。
side4_shitang_cyrene_132.wav,还有白厄，咱们的好朋友，自称做得一手好菜，现在是餐馆主厨（临时）。
side4_shitang_cyrene_133.wav,比预想中更顺利呢。既然大家都准备好了……
side4_shitang_cyrene_134.wav,那就立马开始第一次营业吧。看你了，店长。
side4_shitang_cyrene_135.wav,我宣布——妖精餐馆首次经营，完美结束！
side4_shitang_cyrene_136.wav,当然，对你来说一定轻轻松松，对吧？不打算说点什么吗？
side4_shitang_cyrene_139.wav,嘻，那我帮你说：感谢大家的辛苦付出，尤其要感谢我们尊敬的店长哦！
side4_shitang_cyrene_140.wav,确实呢，要是菜单总不更新，客人们很快也会吃腻的。
side4_shitang_cyrene_141.wav,阿格莱雅，真可靠呀！那我们这就去看看专家的成果吧。
side4_shitang_cyrene_142.wav,把种子撒进土里，安静等它发芽，最后结出沉甸甸的果实…收获真是件开心事呀。
side4_shitang_cyrene_143.wav,竟然是…七贤人那刻夏，还有昏光庭院的首席，风堇小姐！
side4_shitang_cyrene_144.wav,毕竟两位是理性学府的专家嘛，解决这种小问题应该不在话下。
side4_shitang_cyrene_145.wav,好啦，从来到迷境开始，一连串经历了好多事，有些累了呢。
side4_shitang_cyrene_146.wav,我也有点困困的，该准备休息啦。
side4_shitang_cyrene_147.wav,约好了，明天还在这里见哦。
side4_shitang_cyrene_148.wav,真令人期待呀。
side4_shitang_cyrene_149.wav,来吧，大家都在为宴会做准备，我们也不能闲着。首先，嗯…就来把场地打扮得漂漂亮亮的吧！
side4_shitang_cyrene_150.wav,要搬运这个，是有点太为难妖精们了，我们帮帮忙吧。
side4_shitang_cyrene_151.wav,举办宴会，桌面上都空着可不行，把装过盘的菜品都端出来吧。
side4_shitang_cyrene_152.wav,锵锵，场地都布置好啦，是不是还挺像模像样的？
side4_shitang_cyrene_153.wav,偷偷尝一口，应该不会添麻烦吧？
side4_shitang_cyrene_155.wav,但既然你都这么说了，人家就恭敬不如从命咯？
side4_shitang_cyrene_156.wav,哎呀，背叛来得如此决绝，好令人受伤呀……
side4_shitang_cyrene_157.wav,嘻，但既然都被揭发了，那人家就不客气咯？
side4_shitang_cyrene_158.wav,说不定村长会悄悄飘过来，拜托你守好背后……
side4_shitang_cyrene_160.wav,好好吃！虽然是尝过好多遍的菜品，但在宴会上别有一番风味呢！来，你要不要也尝一口……
side4_shitang_cyrene_161.wav,呀！这就来！
side4_shitang_cyrene_162.wav,嗯…不知村长找我是什么事呢？真遗憾，明明气氛刚刚好……
side4_shitang_cyrene_163.wav,算啦。趁着宴会还没开始，去和伙伴们聊聊天吧。大家忙活这么久，肯定也有好多话想说。
side4_shitang_cyrene_164.wav,留下的究竟是快乐的回忆，还是说仍有烦恼，和没能实现的愿望呢？身为店长，了解员工也是你的职责哦。
side4_shitang_cyrene_165.wav,所以，去吧——在这场宴会落幕前，别留下遗憾呀。
side4_shitang_cyrene_166.wav,怎么了？充满心事的样子。明明是宴会的高潮，却一个人走到安静的角落……
side4_shitang_cyrene_167.wav,莫非，是因为快乐的时光临近结束，会让你觉得有些感伤？
side4_shitang_cyrene_168.wav,是呀，所以我们才会在这里相遇。
side4_shitang_cyrene_169.wav,那，可以待在你身边吗？我也喜欢独处，就这样静静的，应该不会打扰你？
side4_shitang_cyrene_170.wav,代替你去接受了村长的感谢。还记得吗？它视力不好，把我们俩认错啦。
side4_shitang_cyrene_171.wav,从这里望去，能把整场宴会尽收眼底呢。
side4_shitang_cyrene_172.wav,也许不想加入其中，只是害怕愉快的时光转瞬即逝，不知不觉就会戛然而止。
side4_shitang_cyrene_173.wav,像这样躲在一旁，远远地看着，时间反而会慢下来，甚至停下来。
side4_shitang_cyrene_174.wav,嘻，我想到了…「木盆里堆满了蔬菜，到处都是笑声。大家围成大大的圈，唱呀跳呀，仿佛这一刻永远不会结束。」
side4_shitang_cyrene_175.wav,就这样为故事收尾，应该还不错吧？
side4_shitang_cyrene_176.wav,该结束啦。毕竟宴会过后，妖精们就该回去睡觉了。它们可都是早睡早起的好宝宝。
side4_shitang_cyrene_177.wav,不能继续啦，否则，徕啦迷的肚皮要比黎明机器更大了。小妖精不消化可怎么办呀？
side4_shitang_cyrene_178.wav,在漫长的等待过后，与世隔绝的迷境终于迎来了客人。现在，妖精们有比我还高的作物、吃不完的美食、还有人类伙伴们……
side4_shitang_cyrene_179.wav,没有什么比这一幕更值得被铭记，不是吗？更何况，是我们共同见证了它。
side4_shitang_cyrene_180.wav,就像飘落在湖面的思绪，荡起阵阵涟漪，回过神来，只留下一张现实的脸庞。
side4_shitang_cyrene_181.wav,但我相信，在每一个随涟漪散去的故事里，都有着同样幸福的守候。
side4_shitang_cyrene_182.wav,而在那一成不变的守候中，一定会有奇迹发生……
side4_shitang_cyrene_183.wav,就像最后，我们等来了你呀♪
